stcode11,dtcode11,sdtcode11,stname,dtname,sdtname,subdt_lgd,dist_lgd,state_lgd,centroid_x,centroid_y,lat_0_5,lon_0_5,lat_0_25,lon_0_25,lat_0_1,lon_0_1,monsoon_months
2,23,88,HIMACHAL PRADESH,Chamba,Bhattiyat,88,16,2,76.01397535,32.44458473,32.5,76,32.5,76,32.4,76,"[6,7,8]"
2,23,92,HIMACHAL PRADESH,Chamba,Bharmour,92,16,2,76.60055848,32.49444741,32.5,76.5,32.5,76.5,32.5,76.6,"[6,7,8]"
2,23,90,HIMACHAL PRADESH,Chamba,Chamba,90,16,2,76.22262541,32.53797768,32.5,76,32.5,76.25,32.5,76.2,"[6,7,8]"
2,23,84,HIMACHAL PRADESH,Chamba,Churah,84,16,2,76.22352111,32.82422729,33,76,32.75,76.25,32.8,76.2,"[6,7,8]"
2,23,87,HIMACHAL PRADESH,Chamba,Dalhousie,87,16,2,75.93425585,32.54383785,32.5,76,32.5,76,32.5,75.9,"[6,7,8]"
2,23,83,HIMACHAL PRADESH,Chamba,Pangi,83,16,2,76.52916325,33.01469718,33,76.5,33,76.5,33,76.5,"[6,7,8]"
2,23,85,HIMACHAL PRADESH,Chamba,Saluni,85,16,2,75.96392857,32.80045743,33,76,32.75,76,32.8,76,"[6,7,8]"
2,23,89,HIMACHAL PRADESH,Chamba,Sihunta,89,16,2,76.10901941,32.32812596,32.5,76,32.25,76,32.3,76.1,"[6,7,8]"
2,34,197,HIMACHAL PRADESH,Kinnaur,Kalpa,197,19,2,78.24274364,31.57205958,31.5,78,31.5,78.25,31.6,78.2,"[6,7,8]"
2,34,198,HIMACHAL PRADESH,Kinnaur,Nichar,198,19,2,77.97971291,31.60338185,31.5,78,31.5,78,31.6,78,"[6,7,8]"
2,26,121,HIMACHAL PRADESH,Kullu,Ani,121,20,2,77.42124055,31.46255094,31.5,77.5,31.5,77.5,31.5,77.4,"[6,7,8]"
2,26,120,HIMACHAL PRADESH,Kullu,Banjar,120,20,2,77.45604096,31.64488613,31.5,77.5,31.75,77.5,31.6,77.5,"[6,7,8]"
2,26,,HIMACHAL PRADESH,Kullu,Bhuntar,6887,20,2,77.4745078,31.98153478,32,77.5,32,77.5,32,77.5,"[6,7,8]"
2,26,118,HIMACHAL PRADESH,Kullu,Kullu,118,20,2,77.08487315,32.04746075,32,77,32,77,32,77.1,"[6,7,8]"
2,26,117,HIMACHAL PRADESH,Kullu,Manali,117,20,2,77.19120503,32.25423075,32.5,77,32.25,77.25,32.3,77.2,"[6,7,8]"
2,26,122,HIMACHAL PRADESH,Kullu,Nirmand,122,20,2,77.58222175,31.50112419,31.5,77.5,31.5,77.5,31.5,77.6,"[6,7,8]"
2,26,119,HIMACHAL PRADESH,Kullu,Sainj,119,20,2,77.49911926,31.78170059,32,77.5,31.75,77.5,31.8,77.5,"[6,7,8]"
2,27,134,HIMACHAL PRADESH,Mandi,Aut,134,22,2,77.14364641,31.76209707,32,77,31.75,77.25,31.8,77.1,"[6,7,8]"
2,27,131,HIMACHAL PRADESH,Mandi,Baldwara,131,22,2,76.77574816,31.56579009,31.5,77,31.5,76.75,31.6,76.8,"[6,7,8]"
2,27,,HIMACHAL PRADESH,Mandi,Balh,6947,22,2,76.90439448,31.59551829,31.5,77,31.5,77,31.6,76.9,"[6,7,8]"
2,27,133,HIMACHAL PRADESH,Mandi,Mandi,133,22,2,76.99560132,31.72904635,31.5,77,31.75,77,31.7,77,"[6,7,8]"
2,27,137,HIMACHAL PRADESH,Mandi,Chachyot,137,22,2,77.06498702,31.55914335,31.5,77,31.5,77,31.6,77.1,"[6,7,8]"
2,27,127,HIMACHAL PRADESH,Mandi,Dharmpur,127,22,2,76.72997964,31.78759768,32,76.5,31.75,76.75,31.8,76.7,"[6,7,8]"
2,27,124,HIMACHAL PRADESH,Mandi,Jogindarnagar,124,22,2,76.78930922,31.9425487,32,77,32,76.75,31.9,76.8,"[6,7,8]"
2,27,139,HIMACHAL PRADESH,Mandi,Karsog,139,22,2,77.20801893,31.3503806,31.5,77,31.25,77.25,31.4,77.2,"[6,7,8]"
2,27,128,HIMACHAL PRADESH,Mandi,Kotli,128,22,2,76.86672391,31.7676932,32,77,31.75,76.75,31.8,76.9,"[6,7,8]"
2,27,125,HIMACHAL PRADESH,Mandi,Lad Bharol,125,22,2,76.7107882,31.94685337,32,76.5,32,76.75,31.9,76.7,"[6,7,8]"
2,27,138,HIMACHAL PRADESH,Mandi,Nihri,138,22,2,77.01362051,31.385715,31.5,77,31.5,77,31.4,77,"[6,7,8]"
2,27,123,HIMACHAL PRADESH,Mandi,Padhar,123,22,2,76.92858496,31.92062335,32,77,32,77,31.9,76.9,"[6,7,8]"
2,27,126,HIMACHAL PRADESH,Mandi,Sandhol,126,22,2,76.66359804,31.83783944,32,76.5,31.75,76.75,31.8,76.7,"[6,7,8]"
2,27,129,HIMACHAL PRADESH,Mandi,Sarkaghat,129,22,2,76.73423601,31.68386936,31.5,76.5,31.75,76.75,31.7,76.7,"[6,7,8]"
2,27,132,HIMACHAL PRADESH,Mandi,Sundarnagar,132,22,2,76.89165995,31.47527321,31.5,77,31.5,77,31.5,76.9,"[6,7,8]"
2,27,136,HIMACHAL PRADESH,Mandi,Thunag,136,22,2,77.20946412,31.53069803,31.5,77,31.5,77.25,31.5,77.2,"[6,7,8]"
2,33,185,HIMACHAL PRADESH,Shimla,Chaupal,185,23,2,77.53820013,30.96658748,31,77.5,31,77.5,31,77.5,"[6,7,8]"
2,33,192,HIMACHAL PRADESH,Shimla,Chirgaon,192,23,2,77.93776429,31.29043321,31.5,78,31.25,78,31.3,77.9,"[6,7,8]"
2,33,193,HIMACHAL PRADESH,Shimla,Dodra Kwar,193,23,2,78.14034381,31.26232936,31.5,78,31.25,78.25,31.3,78.1,"[6,7,8]"
2,33,188,HIMACHAL PRADESH,Shimla,Jubbal,188,23,2,77.76161811,31.08851148,31,78,31,77.75,31.1,77.8,"[6,7,8]"
2,33,189,HIMACHAL PRADESH,Shimla,Kotkhai,189,23,2,77.5379789,31.14766921,31,77.5,31.25,77.5,31.1,77.5,"[6,7,8]"
2,33,179,HIMACHAL PRADESH,Shimla,Kumarsain,179,23,2,77.43483984,31.29270006,31.5,77.5,31.25,77.5,31.3,77.4,"[6,7,8]"
2,33,186,HIMACHAL PRADESH,Shimla,Bagachnogi,186,23,2,77.58350268,30.83486172,31,77.5,30.75,77.5,30.8,77.6,"[6,7,8]"
2,33,178,HIMACHAL PRADESH,Shimla,Nankhari,178,23,2,77.58245306,31.30260681,31.5,77.5,31.25,77.5,31.3,77.6,"[6,7,8]"
2,33,187,HIMACHAL PRADESH,Shimla,Nerwa,187,23,2,77.69869381,30.92600956,31,77.5,31,77.75,30.9,77.7,"[6,7,8]"
2,33,177,HIMACHAL PRADESH,Shimla,Rampur,177,23,2,77.75278595,31.48424634,31.5,78,31.5,77.75,31.5,77.8,"[6,7,8]"
2,33,191,HIMACHAL PRADESH,Shimla,Rohru,191,23,2,77.71693069,31.22381223,31,77.5,31.25,77.75,31.2,77.7,"[6,7,8]"
2,33,181,HIMACHAL PRADESH,Shimla,Shimla ( Rural ),181,23,2,77.14893469,31.11289965,31,77,31,77.25,31.1,77.1,"[6,7,8]"
2,33,180,HIMACHAL PRADESH,Shimla,Sunni,180,23,2,77.19665297,31.21928377,31,77,31.25,77.25,31.2,77.2,"[6,7,8]"
2,33,184,HIMACHAL PRADESH,Shimla,Theog,184,23,2,77.38956491,31.10890524,31,77.5,31,77.5,31.1,77.4,"[6,7,8]"
2,32,171,HIMACHAL PRADESH,Sirmaur,Dadahu,171,24,2,77.37531516,30.63642478,30.5,77.5,30.75,77.5,30.6,77.4,"[6,7,8]"
2,32,174,HIMACHAL PRADESH,Sirmaur,Kamrau,174,24,2,77.66397039,30.60347015,30.5,77.5,30.5,77.75,30.6,77.7,"[6,7,8]"
2,32,172,HIMACHAL PRADESH,Sirmaur,Nahan,172,24,2,77.25188371,30.57921242,30.5,77.5,30.5,77.25,30.6,77.3,"[6,7,8]"
2,32,168,HIMACHAL PRADESH,Sirmaur,Nohra,168,24,2,77.41581179,30.77776725,31,77.5,30.75,77.5,30.8,77.4,"[6,7,8]"
2,32,169,HIMACHAL PRADESH,Sirmaur,Pachhad,169,24,2,77.19599266,30.76008371,31,77,30.75,77.25,30.8,77.2,"[6,7,8]"
2,32,167,HIMACHAL PRADESH,Sirmaur,Rajgarh,167,24,2,77.32665732,30.84109564,31,77.5,30.75,77.25,30.8,77.3,"[6,7,8]"
2,32,,HIMACHAL PRADESH,Sirmaur,Haripurdhar,6953,24,2,77.35297071,30.93522651,31,77.5,31,77.25,30.9,77.4,"[6,7,8]"
2,32,170,HIMACHAL PRADESH,Sirmaur,Renuka,170,24,2,77.50077617,30.68756356,30.5,77.5,30.75,77.5,30.7,77.5,"[6,7,8]"
2,32,175,HIMACHAL PRADESH,Sirmaur,Shalai,175,24,2,77.66966818,30.67987737,30.5,77.5,30.75,77.75,30.7,77.7,"[6,7,8]"
2,31,158,HIMACHAL PRADESH,Solan,Arki,158,25,2,76.93275671,31.15352802,31,77,31.25,77,31.2,76.9,"[6,7,8]"
2,31,162,HIMACHAL PRADESH,Solan,Baddi,162,25,2,76.80914592,30.96897744,31,77,31,76.75,31,76.8,"[6,7,8]"
2,31,166,HIMACHAL PRADESH,Solan,Kandaghat,166,25,2,77.11399306,30.99519072,31,77,31,77,31,77.1,"[6,7,8]"
2,31,164,HIMACHAL PRADESH,Solan,Kasauli,164,25,2,76.99321246,30.87289029,31,77,30.75,77,30.9,77,"[6,7,8]"
2,31,163,HIMACHAL PRADESH,Solan,Krishangarh,163,25,2,76.92380627,31.00153887,31,77,31,77,31,76.9,"[6,7,8]"
2,31,161,HIMACHAL PRADESH,Solan,Nalagarh,161,25,2,76.69517901,31.10900279,31,76.5,31,76.75,31.1,76.7,"[6,7,8]"
2,31,160,HIMACHAL PRADESH,Solan,Ramshahr,160,25,2,76.81783827,31.13470798,31,77,31.25,76.75,31.1,76.8,"[6,7,8]"
2,31,165,HIMACHAL PRADESH,Solan,Solan,165,25,2,77.07418204,30.91659564,31,77,31,77,30.9,77.1,"[6,7,8]"
2,29,148,HIMACHAL PRADESH,Una,Amb,148,26,2,76.15904301,31.67879615,31.5,76,31.75,76.25,31.7,76.2,"[6,7,8]"
2,29,149,HIMACHAL PRADESH,Una,Bangana,149,26,2,76.33665497,31.57035353,31.5,76.5,31.5,76.25,31.6,76.3,"[6,7,8]"
2,29,,HIMACHAL PRADESH,Una,Ghanari,6888,26,2,76.04295341,31.70072337,31.5,76,31.75,76,31.7,76,"[6,7,8]"
2,29,151,HIMACHAL PRADESH,Una,Haroli,151,26,2,76.20088857,31.42302251,31.5,76,31.5,76.25,31.4,76.2,"[6,7,8]"
2,29,150,HIMACHAL PRADESH,Una,Una,150,26,2,76.28606648,31.47115266,31.5,76.5,31.5,76.25,31.5,76.3,"[6,7,8]"
7,91,,DELHI,North,Alipur,6076,80,7,77.15476683,28.79432146,29,77,28.75,77.25,28.8,77.2,"[6,7,8]"
7,94,443,DELHI,New Delhi,Chanakya Puri,443,79,7,77.20769099,28.61098051,28.5,77,28.5,77.25,28.6,77.2,"[6,7,8]"
7,95,433,DELHI,Central,Civil Lines,433,77,7,77.20569464,28.71974062,28.5,77,28.75,77.25,28.7,77.2,"[6,7,8]"
7,703,455,DELHI,South East,Defence Colony,455,670,7,77.25449818,28.57492534,28.5,77.5,28.5,77.25,28.6,77.3,"[6,7,8]"
7,94,452,DELHI,New Delhi,Delhi Cantonment,452,79,7,77.1268722,28.59209631,28.5,77,28.5,77.25,28.6,77.1,"[6,7,8]"
7,97,,DELHI,South West,Dwarka,6086,84,7,77.05180361,28.59169138,28.5,77,28.5,77,28.6,77.1,"[6,7,8]"
7,93,439,DELHI,East,Gandhi Nagar,439,78,7,77.27994669,28.62654621,28.5,77.5,28.75,77.25,28.6,77.3,"[6,7,8]"
7,98,454,DELHI,South,Hauz Khas,454,83,7,77.21542222,28.53730969,28.5,77,28.5,77.25,28.5,77.2,"[6,7,8]"
7,703,456,DELHI,South East,Kalkaji,456,670,7,77.26220359,28.52290503,28.5,77.5,28.5,77.25,28.5,77.3,"[6,7,8]"
7,90,,DELHI,North West,Kanjhawala,6078,82,7,76.99020639,28.74500945,28.5,77,28.75,77,28.7,77,"[6,7,8]"
7,97,,DELHI,South West,Kapeshera,6085,84,7,76.98385453,28.54477166,28.5,77,28.5,77,28.5,77,"[6,7,8]"
7,92,,DELHI,North East,Karawal Nagar,6083,81,7,77.24925061,28.7402586,28.5,77,28.75,77.25,28.7,77.2,"[6,7,8]"
7,93,,DELHI,East,Mayur Vihar,6084,78,7,77.31384216,28.60999587,28.5,77.5,28.5,77.25,28.6,77.3,"[6,7,8]"
7,98,,DELHI,South,Mehrauli,6080,83,7,77.15851406,28.47318122,28.5,77,28.5,77.25,28.5,77.2,"[6,7,8]"
7,91,432,DELHI,North,Model Town,432,80,7,77.18575526,28.71883985,28.5,77,28.75,77.25,28.7,77.2,"[6,7,8]"
7,97,451,DELHI,South West,Najafgarh,451,84,7,76.92474735,28.59780773,28.5,77,28.5,77,28.6,76.9,"[6,7,8]"
7,91,430,DELHI,North,Narela,430,80,7,77.05670082,28.80626359,29,77,28.75,77,28.8,77.1,"[6,7,8]"
7,95,,DELHI,Central,NAZUL,0,77,7,77.26184926,28.64219924,28.5,77.5,28.75,77.25,28.6,77.3,"[6,7,8]"
7,96,448,DELHI,West,Patel Nagar,448,85,7,77.09577254,28.63990599,28.5,77,28.75,77,28.6,77.1,"[6,7,8]"
7,93,441,DELHI,East,Preet Vihar,441,78,7,77.29559552,28.63671684,28.5,77.5,28.75,77.25,28.6,77.3,"[6,7,8]"
7,96,450,DELHI,West,Punjabi Bagh,450,85,7,77.03719722,28.66903807,28.5,77,28.75,77,28.7,77,"[6,7,8]"
7,96,449,DELHI,West,Rajouri Garden,449,85,7,77.104839,28.63168269,28.5,77,28.75,77,28.6,77.1,"[6,7,8]"
7,90,,DELHI,North West,Rohini,6077,82,7,77.06586983,28.71091824,28.5,77,28.75,77,28.7,77.1,"[6,7,8]"
7,98,,DELHI,South,Saket,6079,83,7,77.20974594,28.46935782,28.5,77,28.5,77.25,28.5,77.2,"[6,7,8]"
7,90,431,DELHI,North West,Saraswati Vihar,431,82,7,77.14464426,28.6946702,28.5,77,28.75,77.25,28.7,77.1,"[6,7,8]"
7,703,,DELHI,South East,Sarita Vihar,6081,670,7,77.3096067,28.52131889,28.5,77.5,28.5,77.25,28.5,77.3,"[6,7,8]"
7,92,436,DELHI,North East,Seelam Pur,436,81,7,77.25872017,28.69276725,28.5,77.5,28.75,77.25,28.7,77.3,"[6,7,8]"
7,702,438,DELHI,Shahdara,Seema Puri,438,671,7,77.31367147,28.68999463,28.5,77.5,28.75,77.25,28.7,77.3,"[6,7,8]"
7,702,437,DELHI,Shahdara,Shahdara,437,671,7,77.28244873,28.6865036,28.5,77.5,28.75,77.25,28.7,77.3,"[6,7,8]"
7,94,453,DELHI,New Delhi,Vasant Vihar,453,79,7,77.13712109,28.54158249,28.5,77,28.5,77.25,28.5,77.1,"[6,7,8]"
7,702,440,DELHI,Shahdara,Vivek Vihar,440,671,7,77.29079651,28.66311581,28.5,77.5,28.75,77.25,28.7,77.3,"[6,7,8]"
7,92,,DELHI,North East,Yamuna Vihar,6082,81,7,77.28020568,28.70482775,28.5,77.5,28.75,77.25,28.7,77.3,"[6,7,8]"
35,638,5918,ANDAMAN & NICOBAR,Nicobars,Great Nicobar,5918,603,35,93.78164495,7.06806081,7.5,94,10.5,79.75,7.9,93.4,"[6,7,8]"
35,638,5916,ANDAMAN & NICOBAR,Nicobars,Car Nicobar,5916,603,35,92.77193385,9.17623886,9,93,20,86.25,9.2,92.8,"[10,11,12]"
35,639,5919,ANDAMAN & NICOBAR,North And Middle Andaman,Diglipur,5919,632,35,92.93621322,13.24222109,13,93,22,93,13.2,92.9,"[5,6,7]"
35,640,5922,ANDAMAN & NICOBAR,South Andamans,Ferrargunj,5922,602,35,92.64442553,11.85276904,12,92.5,22,93,11.9,92.6,"[6,7,8]"
35,640,5924,ANDAMAN & NICOBAR,South Andamans,Little Andaman,5924,602,35,92.48734087,10.70397149,10.5,92.5,20,86.25,10.7,92.5,"[5,6,7]"
35,639,5920,ANDAMAN & NICOBAR,North And Middle Andaman,Mayabunder,5920,632,35,92.82261848,12.77633461,13,93,22,93,12.8,92.8,"[5,6,7]"
35,638,5917,ANDAMAN & NICOBAR,Nicobars,Nancowry,5917,603,35,93.38608722,8.093526569,8,93.5,10.5,79.75,8,93.4,"[6,7,8]"
35,640,5923,ANDAMAN & NICOBAR,South Andamans,Port Blair,5923,602,35,92.87235536,11.81056146,12,93,22,93,11.8,92.7,"[5,6,7]"
35,639,5921,ANDAMAN & NICOBAR,North And Middle Andaman,Rangat,5921,632,35,92.82315154,12.41214188,12.5,93,22,93,12.4,92.8,"[5,6,7]"
34,636,5913,PUDUCHERRY,Mahe,Mahe Taluk,5913,599,34,75.53951157,11.7263125,11.5,75.5,11.75,75.5,11.7,75.6,"[5,6,7]"
34,635,5910,PUDUCHERRY,Pondicherry,Ozhukarai Taluk,5910,600,34,79.81698726,11.97453359,12,80,12,79.75,12,79.8,"[10,11,12]"
34,635,5909,PUDUCHERRY,Pondicherry,Puducherry Taluk,5909,600,34,79.80547347,11.89323474,12,80,12,79.75,11.9,79.8,"[10,11,12]"
34,634,5908,PUDUCHERRY,Yanam,Yanam Taluk,5908,601,34,82.25282619,16.7276613,16.5,82.5,16.75,82.25,16.7,82.3,"[6,7,8]"
32,599,5683,KERALA,Pathanamthitta,Adoor,5683,564,32,76.73793789,9.154513795,9,76.5,9.25,76.75,9.2,76.7,"[5,6,7]"
32,597,5671,KERALA,Kottayam,Changanassery,5671,560,32,76.62021813,9.493276989,9.5,76.5,9.5,76.5,9.5,76.6,"[5,6,7]"
32,601,5689,KERALA,Thiruvananthapuram,Chirayinkeezhu,5689,565,32,76.84001216,8.722321045,8.5,77,8.75,76.75,8.7,76.8,"[5,6,7]"
32,596,5664,KERALA,Idukki,Devikulam,5664,556,32,77.080144,10.13635605,10,77,10.25,77,10.1,77.1,"[5,6,7]"
32,592,5641,KERALA,Malappuram,Ernad,5641,562,32,76.11459883,11.16032769,11,76,11.25,76,11.2,76.1,"[5,6,7]"
32,596,,KERALA,Idukki,Idukki,5942,556,32,76.99948668,9.83416427,10,77,9.75,77,9.8,77,"[5,6,7]"
32,597,5672,KERALA,Kottayam,Kanjirappally,5672,560,32,76.8354152,9.536423144,9.5,77,9.5,76.75,9.5,76.8,"[5,6,7]"
32,601,,KERALA,Thiruvananthapuram,Kattakkada,5945,565,32,77.1510819,8.535809019,8.5,77,8.5,77.25,8.5,77.2,"[5,6,7]"
32,600,5684,KERALA,Kollam,Karunagappally,5684,559,32,76.54248952,9.050389085,9,76.5,9,76.5,9.1,76.5,"[5,6,7]"
32,600,5688,KERALA,Kollam,Kollam,5688,559,32,76.66366776,8.897866775,9,76.5,9,76.75,8.9,76.7,"[5,6,7]"
32,592,,KERALA,Malappuram,Kondotty,5941,562,32,75.95600788,11.17788694,11,76,11.25,76,11.2,76,"[5,6,7]"
32,599,,KERALA,Pathanamthitta,Konni,5943,564,32,77.05697691,9.250884279,9.5,77,9.25,77,9.3,77.1,"[5,6,7]"
32,600,5687,KERALA,Kollam,Kottarakkara,5687,559,32,76.82850244,8.92357787,9,77,9,76.75,8.9,76.8,"[5,6,7]"
32,597,5670,KERALA,Kottayam,Kottayam,5670,560,32,76.54990103,9.603391236,9.5,76.5,9.5,76.5,9.6,76.5,"[5,6,7]"
32,591,5639,KERALA,Kozhikode,Koyilandi,5639,561,32,75.79035757,11.52433582,11.5,76,11.5,75.75,11.5,75.8,"[5,6,7]"
32,599,5682,KERALA,Pathanamthitta,Kozhenchery,5682,564,32,76.72702615,9.283693197,9.5,76.5,9.25,76.75,9.3,76.7,"[5,6,7]"
32,591,5640,KERALA,Kozhikode,Kozhikode,5640,561,32,75.87076875,11.2937984,11.5,76,11.25,75.75,11.3,75.9,"[5,6,7]"
32,600,5685,KERALA,Kollam,Kunnathur,5685,559,32,76.63358342,9.065890988,9,76.5,9,76.75,9.1,76.6,"[5,6,7]"
32,597,5668,KERALA,Kottayam,Meenachil,5668,560,32,76.70943182,9.728973368,9.5,76.5,9.75,76.75,9.7,76.7,"[5,6,7]"
32,590,5635,KERALA,Wayanad,Mananthavady,5635,567,32,75.970552,11.81374795,12,76,11.75,76,11.8,76,"[5,6,7]"
32,599,5680,KERALA,Pathanamthitta,Mallappally,5680,564,32,76.68503334,9.430439382,9.5,76.5,9.5,76.75,9.4,76.7,"[5,6,7]"
32,601,5690,KERALA,Thiruvananthapuram,Nedumangad,5690,565,32,77.04347938,8.686035957,8.5,77,8.75,77,8.7,77,"[5,6,7]"
32,601,5692,KERALA,Thiruvananthapuram,Neyyattinkara,5692,565,32,77.10031185,8.391925594,8.5,77,8.5,77,8.4,77.1,"[5,6,7]"
32,592,5642,KERALA,Malappuram,Nilambur,5642,562,32,76.30585922,11.30516031,11.5,76.5,11.25,76.25,11.3,76.3,"[5,6,7]"
32,596,5667,KERALA,Idukki,Peerumade,5667,556,32,77.13197763,9.53449521,9.5,77,9.5,77.25,9.5,77.1,"[5,6,7]"
32,600,5686,KERALA,Kollam,Pathanapuram,5686,559,32,76.9013073,9.082739987,9,77,9,77,9.1,76.9,"[5,6,7]"
32,592,5643,KERALA,Malappuram,Perinthalmanna,5643,562,32,76.21007681,10.99209298,11,76,11,76.25,11,76.2,"[5,6,7]"
32,592,5646,KERALA,Malappuram,Ponnani,5646,562,32,75.99067676,10.76796419,11,76,10.75,76,10.8,76,"[5,6,7]"
32,600,,KERALA,Kollam,Punalur,5947,559,32,77.06525079,8.947161343,9,77,9,77,8.9,77.1,"[5,6,7]"
32,599,5681,KERALA,Pathanamthitta,Ranni,5681,564,32,76.90156546,9.39175926,9.5,77,9.5,77,9.4,76.9,"[5,6,7]"
32,590,5636,KERALA,Wayanad,Sulthanbathery,5636,567,32,76.245729,11.70745256,11.5,76,11.75,76.25,11.7,76.2,"[5,6,7]"
32,591,,KERALA,Kozhikode,Thamarassery,5938,561,32,75.98151647,11.42969254,11.5,76,11.5,76,11.4,76,"[5,6,7]"
32,592,5644,KERALA,Malappuram,Tirur,5644,562,32,75.98857428,10.91717527,11,76,11,76,10.9,76,"[5,6,7]"
32,592,5645,KERALA,Malappuram,Tirurangadi,5645,562,32,75.9291098,11.0606165,11,76,11,76,11.1,75.9,"[5,6,7]"
32,599,5679,KERALA,Pathanamthitta,Thiruvalla,5679,564,32,76.59385657,9.370394518,9.5,76.5,9.25,76.5,9.4,76.6,"[5,6,7]"
32,601,5691,KERALA,Thiruvananthapuram,Thiruvananthapuram,5691,565,32,76.92497489,8.531162657,8.5,77,8.5,77,8.5,76.9,"[5,6,7]"
32,596,5666,KERALA,Idukki,Thodupuzha,5666,556,32,76.78433201,9.890597807,10,77,10,76.75,9.9,76.8,"[5,6,7]"
32,596,5665,KERALA,Idukki,Udumbanchola,5665,556,32,77.16252175,9.870444448,10,77,9.75,77.25,9.9,77.2,"[5,6,7]"
32,591,5638,KERALA,Kozhikode,Vatakara,5638,561,32,75.70316309,11.67467205,11.5,75.5,11.75,75.75,11.7,75.7,"[5,6,7]"
32,597,5669,KERALA,Kottayam,Vaikom,5669,560,32,76.45598267,9.757841026,10,76.5,9.75,76.5,9.8,76.5,"[5,6,7]"
32,590,5637,KERALA,Wayanad,Vythiri,5637,567,32,76.06554445,11.59698883,11.5,76,11.5,76,11.6,76.1,"[5,6,7]"
32,601,,KERALA,Thiruvananthapuram,Varkala,5946,565,32,76.76691934,8.771484731,9,77,8.75,76.75,8.8,76.8,"[5,6,7]"
4,55,277,CHANDIGARH,Chandigarh,Chandigarh,277,44,4,76.78056777,30.72934609,30.5,77,30.75,76.75,30.7,76.8,"[6,7,8]"
37,815,5289,ANDHRA PRADESH,Nandyal,Dhone,5289,755,28,77.84785848,15.37586524,15.5,78,15.5,77.75,15.4,77.8,"[6,7,8]"
37,812,5197,ANDHRA PRADESH,Tirupati,Sullurpeta,5197,752,28,80.10771579,13.7307845,13.5,80,13.75,80,13.7,80.1,"[10,11,12]"
37,543,4825,ANDHRA PRADESH,Vizianagaram,Gajapathinagaram,4825,521,28,83.352857,18.2975341,18.5,83.5,18.25,83.25,18.3,83.4,"[6,7,8]"
37,544,4869,ANDHRA PRADESH,Visakhapatanam,Gajuwaka,4869,520,28,83.19526379,17.67875236,17.5,83,17.75,83.25,17.7,83.2,"[6,7,8]"
37,803,4814,ANDHRA PRADESH,Parvathipuram Manyam,Seethanagaram,4814,743,28,83.39031749,18.66521518,18.5,83.5,18.75,83.5,18.7,83.4,"[6,7,8]"
37,550,5153,ANDHRA PRADESH,Spsr Nellore,Seetharamapuram,5153,515,28,79.15909657,14.96063262,15,79,15,79.25,15,79.2,"[10,11,12]"
37,815,5287,ANDHRA PRADESH,Nandyal,Gospadu,5287,755,28,78.44422945,15.35245017,15.5,78.5,15.25,78.5,15.4,78.4,"[6,7,8]"
37,551,5205,ANDHRA PRADESH,Y.S.R.,Brahmamgarimattam,5205,504,28,78.91969798,14.80941862,15,79,14.75,79,14.8,78.9,"[10,11,12]"
37,553,5320,ANDHRA PRADESH,Anantapur,Brahmasamudram,5320,502,28,76.96370926,14.55414846,14.5,77,14.5,77,14.6,77,"[10,11,12]"
37,543,4840,ANDHRA PRADESH,Vizianagaram,Bhogapuram,4840,521,28,83.49964266,17.99432848,18,83.5,18,83.5,18,83.5,"[6,7,8]"
37,551,5209,ANDHRA PRADESH,Y.S.R.,B.Kodur,5209,504,28,78.99698399,14.86330618,15,79,14.75,79,14.9,79,"[10,11,12]"
37,814,5366,ANDHRA PRADESH,Sri Sathya Sai,Chilamathur,5366,754,28,77.72542824,13.85318018,14,77.5,13.75,77.75,13.9,77.7,"[10,11,12]"
37,549,5102,ANDHRA PRADESH,Prakasam,Donakonda,5102,517,28,79.44344323,15.81769673,16,79.5,15.75,79.5,15.8,79.4,"[10,11,12]"
37,549,5119,ANDHRA PRADESH,Prakasam,Konakanamitla,5119,517,28,79.45928583,15.61747868,15.5,79.5,15.5,79.5,15.6,79.5,"[10,11,12]"
37,814,5339,ANDHRA PRADESH,Sri Sathya Sai,Mudigubba,5339,754,28,78.01286157,14.37833588,14.5,78,14.5,78,14.4,78,"[10,11,12]"
37,806,4891,ANDHRA PRADESH,Kakinada,Rowthulapudi,4891,746,28,82.37739965,17.43222073,17.5,82.5,17.5,82.5,17.4,82.4,"[6,7,8]"
37,808,5002,ANDHRA PRADESH,Eluru,Musunuru,5002,748,28,80.94546071,16.83720399,17,81,16.75,81,16.8,80.9,"[6,7,8]"
37,550,5164,ANDHRA PRADESH,Spsr Nellore,Atmakur,5164,515,28,79.56726342,14.65019026,14.5,79.5,14.75,79.5,14.7,79.6,"[10,11,12]"
37,553,5317,ANDHRA PRADESH,Anantapur,Uravakonda,5317,502,28,77.24812793,14.86443108,15,77,14.75,77.25,14.9,77.2,"[10,11,12]"
37,547,5035,ANDHRA PRADESH,Krishna,Challapalle,5035,510,28,80.94059985,16.12772579,16,81,16.25,81,16.1,80.9,"[6,7,8]"
37,804,4871,ANDHRA PRADESH,Anakapalli,Anakapalle,4871,744,28,83.00090471,17.71899828,17.5,83,17.75,83,17.7,83,"[6,7,8]"
37,544,4863,ANDHRA PRADESH,Visakhapatanam,Anandapuram,4863,520,28,83.30881981,17.88813555,18,83.5,18,83.25,17.9,83.3,"[6,7,8]"
